instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cluster,PCA1,PCA2,KMeans,Isol,Grubbs
709,9/12/2012,4,1,12,FALSE,0,FALSE,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,0,-0.273760773,1.935489043,0,0,0
710,10/12/2012,4,1,12,FALSE,1,TRUE,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,0,-0.689991607,1.721537916,0,0,0
711,11/12/2012,4,1,12,FALSE,2,TRUE,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,0,-0.16429029,0.626323599,0,0,0
712,12/12/2012,4,1,12,FALSE,3,TRUE,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,0,-0.174250893,0.705372523,0,0,0
713,13/12/2012,4,1,12,FALSE,4,TRUE,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,1,-0.243414085,-0.201436956,0,0,0
714,14/12/2012,4,1,12,FALSE,5,TRUE,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,0,-0.365208846,0.307901147,0,0,0
715,15/12/2012,4,1,12,FALSE,6,FALSE,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,0,-0.418517924,0.341214947,0,0,0
716,16/12/2012,4,1,12,FALSE,0,FALSE,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,0,-0.343034631,1.78373546,0,0,0
717,17/12/2012,4,1,12,FALSE,1,TRUE,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,0,-0.628541388,1.903932222,0,0,0
718,18/12/2012,4,1,12,FALSE,2,TRUE,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,1,-0.597306717,0.181505986,0,0,0
719,19/12/2012,4,1,12,FALSE,3,TRUE,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,1,-0.378525109,0.197692205,0,0,0
720,20/12/2012,4,1,12,FALSE,4,TRUE,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,0,-0.227846366,1.219997358,0,0,0
721,21/12/2012,1,1,12,FALSE,5,TRUE,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,2,0.8997103,0.049832257,0,0,0
722,22/12/2012,1,1,12,FALSE,6,FALSE,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,2,1.401729063,-0.837898121,0,0,0
723,23/12/2012,1,1,12,FALSE,0,FALSE,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,2,0.956964255,-0.138971438,0,0,0
724,24/12/2012,1,1,12,FALSE,1,TRUE,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,0,0.927923042,1.585186151,0,0,0
725,25/12/2012,1,1,12,TRUE,2,FALSE,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,0,1.084950011,1.15488427,0,0,0
726,26/12/2012,1,1,12,FALSE,3,TRUE,3,0.243333,0.220333,0.823333,0.316546,9,432,441,0,1.46641979,2.057853936,0,1,1
727,27/12/2012,1,1,12,FALSE,4,TRUE,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,2,1.253128854,0.604223317,0,0,0
728,28/12/2012,1,1,12,FALSE,5,TRUE,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,2,0.805035904,0.586088065,0,0,0
729,29/12/2012,1,1,12,FALSE,6,FALSE,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,0,0.990484176,1.253104562,0,0,0
730,30/12/2012,1,1,12,FALSE,0,FALSE,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,2,1.330970438,-0.557211778,0,0,0
731,31/12/2012,1,1,12,FALSE,1,TRUE,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,2,0.974478646,0.665724556,0,0,0
,,,,,,,,,0.0591304,,,,,,,,,,,,
,,,,,,,,,0.861667,,,,,,,,,,,,
